fault_type,recovery_type,recovery_status,mq2_value,motion_state
0,0,0,960,0
0,0,0,1055,0
0,0,0,1033,0
0,0,0,1008,0
0,0,0,990,0
2,1,2,1030,1
4,2,1,1039,1
0,0,0,1010,0
0,0,0,735,0
0,0,0,598,0
0,0,0,559,0
0,0,0,555,1
0,0,0,638,1
0,0,0,661,1
0,0,0,660,1
3,3,1,645,0
0,0,0,642,1
0,0,0,643,1
0,0,0,647,1
0,0,0,650,1
0,0,0,653,1
0,0,0,657,1
1,1,1,656,0
0,0,0,653,1
1,1,1,649,0
0,0,0,4095,1
0,0,0,640,1
0,0,0,640,1
0,0,0,643,1
0,0,0,646,1
0,0,0,646,1
0,0,0,643,1
0,0,0,643,1
5,4,1,643,0
0,0,0,644,1
0,0,0,645,1
0,0,0,644,1
0,0,0,646,1
5,4,1,641,0
0,0,0,642,1
0,0,0,673,1
0,0,0,48,1
0,0,0,43,1
0,0,0,204,1
2,1,1,3408,0
0,0,0,846,0
1,1,2,3408,0
0,0,0,3405,1
0,0,0,3413,1
0,0,0,3348,1
0,0,0,3451,1
0,0,0,3435,1
1,1,2,3392,0
0,0,0,3357,1
0,0,0,3403,1
0,0,0,3436,1
0,0,0,3410,1
0,0,0,3421,1
1,1,2,3379,0
0,0,0,3349,1
0,0,0,3385,1
2,1,2,818,1
0,0,0,761,0
0,0,0,832,0
0,0,0,778,0
0,0,0,1042,0
2,1,1,986,1
0,0,0,909,0
0,0,0,1003,1
0,0,0,995,1
0,0,0,998,1
0,0,0,1020,1
0,0,0,1037,1
0,0,0,1052,1
2,1,2,1073,1
0,0,0,1013,0
0,0,0,1045,0
0,0,0,1084,0
0,0,0,1079,0
4,2,1,1094,0
0,0,0,1090,0
0,0,0,1088,1
2,1,2,1082,1
0,0,0,1088,0
0,0,0,1088,0
0,0,0,1093,0
0,0,0,1104,1
4,2,1,1082,1
0,0,0,1103,0
2,1,2,1060,1
0,0,0,1084,0
0,0,0,1063,0
0,0,0,1069,0
0,0,0,1063,0
0,0,0,1067,0
2,1,2,1066,1
2,1,2,1058,1
0,0,0,1072,0
0,0,0,1063,0
0,0,0,1058,0
2,1,2,1073,1
0,0,0,1059,0
0,0,0,1073,1
0,0,0,1075,1
0,0,0,1072,1
0,0,0,1075,1
2,1,1,1081,1
0,0,0,1078,0
0,0,0,1086,0
0,0,0,1083,1
0,0,0,1083,1
0,0,0,1085,1
0,0,0,1084,1
2,1,2,1087,1
0,0,0,1079,0
0,0,0,1085,0
0,0,0,1083,1
0,0,0,1084,1
0,0,0,1072,1
2,1,2,1077,1
0,0,0,1077,0
0,0,0,1042,0
0,0,0,1082,0
0,0,0,1081,0
0,0,0,1097,0
2,1,2,1107,1
0,0,0,1102,0
0,0,0,1104,0
0,0,0,1104,0
0,0,0,1109,0
0,0,0,1123,0
2,1,2,1120,1
0,0,0,1120,0
0,0,0,1125,0
0,0,0,1111,0
